,Hours,NO net exchange,SE net exchange,FI net exchange,DK,EE net exchange,LV net exchange,LT net exchange
19/07/2018,00 - 01,1571,-2085,2525,843,-589,332,762
19/07/2018,01 - 02,2416,-1985,2365,711,-551,310,765
19/07/2018,02 - 03,2865,-2013,2272,704,-346,-102,989
19/07/2018,03 - 04,3271,-2701,2207,807,-625,282,1169
19/07/2018,04 - 05,3088,-3275,2429,965,-596,289,1205
19/07/2018,05 - 06,2444,-3214,3069,913,-536,340,838
19/07/2018,06 - 07,284,-3166,3072,1107,-655,265,1140
19/07/2018,07 - 08,-2803,-2912,3177,1365,-561,91,1262
19/07/2018,08 - 09,-3670,-2547,3020,1306,-489,108,1375
19/07/2018,09 - 10,-3418,-1974,2955,1295,-446,136,1372
19/07/2018,10 - 11,-2983,-1296,3077,1387,-465,127,1323
19/07/2018,11 - 12,-2562,-661,3344,1356,-502,-65,1347
19/07/2018,12 - 13,-2187,-335,2794,1217,-489,83,1300
19/07/2018,13 - 14,-2133,-486,2875,1128,-494,145,1294
19/07/2018,14 - 15,-2194,-482,3023,1129,-505,140,1269
19/07/2018,15 - 16,-2491,-330,3171,1137,-546,136,1215
19/07/2018,16 - 17,-3251,-745,3181,1118,-589,433,1197
19/07/2018,17 - 18,-3800,-1518,3209,1294,-597,438,1178
19/07/2018,18 - 19,-3978,-2173,3003,1390,-622,444,1151
19/07/2018,19 - 20,-4119,-2602,2965,1375,-626,427,1186
19/07/2018,20 - 21,-4281,-2789,2928,1359,-656,465,1118
19/07/2018,21 - 22,-4364,-2685,2987,1419,-694,505,1191
19/07/2018,22 - 23,-3916,-2316,2836,1313,-735,454,1074
19/07/2018,23 - 00,-899,-1786,2564,1105,-614,373,961
20/07/2018,00 - 01,674,-1284,2403,1103,-544,313,890
20/07/2018,01 - 02,1346,-1293,2294,943,-544,278,933
20/07/2018,02 - 03,1799,-1444,2254,914,-564,29,1151
20/07/2018,03 - 04,2380,-1700,2228,876,-579,265,1173
20/07/2018,04 - 05,2579,-2151,2305,833,-545,270,1077
20/07/2018,05 - 06,1750,-1856,2749,864,-465,343,1027
20/07/2018,06 - 07,-641,-2367,3166,1103,-453,250,1186
20/07/2018,07 - 08,-3449,-2365,3053,1346,-382,302,1335
20/07/2018,08 - 09,-4113,-2263,2901,1281,-307,331,1400
20/07/2018,09 - 10,-3974,-1888,2902,1250,-300,323,1362
20/07/2018,10 - 11,-3982,-1227,2936,1315,-301,309,1249
20/07/2018,11 - 12,-4030,-902,2896,1134,-296,308,1219
20/07/2018,12 - 13,-3424,-585,2726,804,-300,215,1325
20/07/2018,13 - 14,-3393,-309,2764,709,-320,258,1345
20/07/2018,14 - 15,-3332,-330,2902,793,-328,221,1264
20/07/2018,15 - 16,-3578,-644,2964,946,-339,331,1212
20/07/2018,16 - 17,-3616,-1105,2867,1157,-298,493,1155
20/07/2018,17 - 18,-3917,-1608,2692,1468,-348,576,1075
20/07/2018,18 - 19,-3900,-2028,2637,1709,-372,561,1117
20/07/2018,19 - 20,-3969,-2228,2594,1862,-397,537,1087
20/07/2018,20 - 21,-3957,-2339,2478,1957,-384,465,1082
20/07/2018,21 - 22,-3521,-2366,2652,1872,-356,360,1050
20/07/2018,22 - 23,-2739,-2369,2534,1860,-387,344,864
20/07/2018,23 - 00,-66,-1620,2075,1630,-526,327,895
21/07/2018,00 - 01,1448,-1483,1603,1480,-369,271,858
21/07/2018,01 - 02,2406,-1572,1435,1578,-366,260,830
21/07/2018,02 - 03,2904,-1724,1383,1503,-301,-49,818
21/07/2018,03 - 04,2905,-1840,1228,1487,-418,275,1172
21/07/2018,04 - 05,3055,-2004,1172,1491,-436,279,1226
21/07/2018,05 - 06,2858,-2123,1388,1437,-413,296,1285
21/07/2018,06 - 07,1932,-1829,1672,1490,-372,360,1007
21/07/2018,07 - 08,496,-1328,1937,1626,-305,447,1131
21/07/2018,08 - 09,-1238,-1420,2014,1587,-169,502,1196
21/07/2018,09 - 10,-2744,-1268,2123,1509,-124,471,1199
21/07/2018,10 - 11,-2663,-1133,2209,1412,-126,483,1135
21/07/2018,11 - 12,-2787,-1119,2234,1234,-134,324,1179
21/07/2018,12 - 13,-2048,-1099,2303,1059,-131,423,1145
21/07/2018,13 - 14,-952,-951,2401,957,-129,447,1056
21/07/2018,14 - 15,-564,-1138,2386,882,-108,400,1032
21/07/2018,15 - 16,-469,-1236,2480,891,-147,390,1072
21/07/2018,16 - 17,-365,-1260,2445,1066,-169,471,1087
21/07/2018,17 - 18,-1438,-1363,2359,1426,-184,498,1131
21/07/2018,18 - 19,-2779,-1529,2248,1685,-196,455,1136
21/07/2018,19 - 20,-3340,-1691,2266,1821,-204,454,1111
21/07/2018,20 - 21,-3283,-1676,2093,1882,-234,454,1083
21/07/2018,21 - 22,-3028,-1695,2261,1871,-245,427,1078
21/07/2018,22 - 23,-2628,-1577,2315,1800,-258,371,1005
21/07/2018,23 - 00,-235,-1313,1838,1600,-307,349,909
22/07/2018,00 - 01,981,-1247,1588,1457,-262,307,858
22/07/2018,01 - 02,1761,-1387,1423,1518,-258,287,828
22/07/2018,02 - 03,2031,-1350,1385,1448,-127,-57,1038
22/07/2018,03 - 04,2288,-1345,1287,1370,-309,254,1034
22/07/2018,04 - 05,2534,-1513,1340,1337,-326,243,1013
22/07/2018,05 - 06,2592,-1650,1355,1254,-308,268,1070
22/07/2018,06 - 07,2243,-1521,1380,1279,-270,321,914
22/07/2018,07 - 08,1210,-1018,1516,1347,-208,291,1005
22/07/2018,08 - 09,376,-586,1704,1305,-153,340,1109
22/07/2018,09 - 10,-182,-115,1800,1227,-129,382,1165
22/07/2018,10 - 11,-380,-80,1936,1219,-122,383,1167
22/07/2018,11 - 12,-350,76,1878,1166,-156,378,1157
22/07/2018,12 - 13,-168,-91,1878,1052,-182,398,1139
22/07/2018,13 - 14,-4,-220,1886,1010,-195,398,1061
22/07/2018,14 - 15,414,-441,1927,1043,-182,391,1032
22/07/2018,15 - 16,688,-550,1899,972,-188,382,1071
22/07/2018,16 - 17,719,-655,1859,948,-188,474,1068
22/07/2018,17 - 18,466,-758,1793,1217,-186,479,1073
22/07/2018,18 - 19,-228,-788,1812,1429,-187,492,1096
22/07/2018,19 - 20,-1868,-776,1755,1519,-194,496,1103
22/07/2018,20 - 21,-2704,-941,1550,1485,-208,484,1064
22/07/2018,21 - 22,-3297,-1159,1642,1416,-215,480,1038
22/07/2018,22 - 23,-2614,-1117,1562,1368,-224,424,913
22/07/2018,23 - 00,-252,-1001,1295,1221,-324,345,797
23/07/2018,00 - 01,1830,-1204,1086,1244,-546,308,760
23/07/2018,01 - 02,3100,-1308,1020,1146,-576,299,731
23/07/2018,02 - 03,3192,-1310,1038,1057,-359,-107,944
23/07/2018,03 - 04,3262,-1336,1145,1076,-601,264,948
23/07/2018,04 - 05,3270,-1993,1325,1114,-680,263,1138
23/07/2018,05 - 06,2617,-1801,1684,1103,-610,345,935
23/07/2018,06 - 07,-666,-1819,2008,1158,-509,310,1069
23/07/2018,07 - 08,-3711,-1651,2217,1364,-401,259,1302
23/07/2018,08 - 09,-4171,-1819,2314,1539,-338,237,1411
23/07/2018,09 - 10,-3825,-1886,2187,1597,-320,141,1411
23/07/2018,10 - 11,-3965,-1419,2185,1469,-249,127,1331
23/07/2018,11 - 12,-3927,-1207,2265,1500,-240,117,1379
23/07/2018,12 - 13,-4118,-778,2253,1498,-216,144,1385
23/07/2018,13 - 14,-3655,-415,2105,1486,-227,276,1341
23/07/2018,14 - 15,-3709,-591,2066,1497,-236,354,1303
23/07/2018,15 - 16,-4024,-576,2189,1346,-261,456,1255
23/07/2018,16 - 17,-4423,-692,2242,1294,-274,518,1219
23/07/2018,17 - 18,-4396,-1539,2246,1488,-308,559,1207
23/07/2018,18 - 19,-4226,-1991,2233,1789,-318,563,1180
23/07/2018,19 - 20,-4406,-1902,2183,1815,-334,528,1165
23/07/2018,20 - 21,-4428,-1701,1993,1770,-296,487,1134
23/07/2018,21 - 22,-4522,-1777,2057,1719,-226,415,1051
23/07/2018,22 - 23,-4350,-1514,1919,1758,-320,428,903
23/07/2018,23 - 00,-2546,-862,1614,1777,-434,379,874
24/07/2018,00 - 01,-359,-682,1506,1639,-419,332,754
24/07/2018,01 - 02,749,-725,1541,1574,-474,294,707
24/07/2018,02 - 03,1761,-867,1613,1586,-430,39,754
24/07/2018,03 - 04,2159,-1085,1523,1549,-470,297,804
24/07/2018,04 - 05,2138,-1729,1570,1610,-492,307,1197
24/07/2018,05 - 06,1066,-1866,2009,1697,-432,359,958
24/07/2018,06 - 07,-1825,-2237,2307,1998,-419,399,1163
24/07/2018,07 - 08,-4137,-1975,2513,2340,-310,277,1363
24/07/2018,08 - 09,-4530,-1888,2352,2514,-246,111,1412
24/07/2018,09 - 10,-4477,-1582,2438,2540,-231,-223,1417
24/07/2018,10 - 11,-4535,-1105,2469,2532,-218,-171,1376
24/07/2018,11 - 12,-4545,-952,2462,2469,-238,-185,1355
24/07/2018,12 - 13,-4376,-632,2451,2377,-215,-262,1383
24/07/2018,13 - 14,-4495,-401,2412,2363,-215,-190,1438
24/07/2018,14 - 15,-4588,-603,2513,2281,-228,-69,1384
24/07/2018,15 - 16,-4646,-984,2643,2153,-258,189,1295
24/07/2018,16 - 17,-4544,-1173,2724,2159,-283,255,1265
24/07/2018,17 - 18,-4548,-1571,2716,2354,-311,227,1253
24/07/2018,18 - 19,-4469,-1738,2642,2446,-330,-4,1188
24/07/2018,19 - 20,-4463,-1873,2530,2466,-333,22,1177
24/07/2018,20 - 21,-4182,-2026,2454,2460,-341,-17,1156
24/07/2018,21 - 22,-4263,-2217,2656,2305,-369,361,1115
24/07/2018,22 - 23,-4228,-2326,2631,2296,-438,470,952
24/07/2018,23 - 00,-2850,-2024,2434,2069,-513,379,933
25/07/2018,00 - 01,-1302,-1703,2114,1924,-485,339,850
25/07/2018,01 - 02,346,-1398,1979,1836,-505,322,834
25/07/2018,02 - 03,1252,-1198,1803,1771,-376,-139,849
25/07/2018,03 - 04,1283,-1010,1625,1709,-528,293,859
25/07/2018,04 - 05,1293,-1467,1768,1689,-519,296,1035
25/07/2018,05 - 06,-2,-1526,2234,1745,-464,305,1004
25/07/2018,06 - 07,-2499,-1968,2447,2042,-420,60,1165
25/07/2018,07 - 08,-4103,-1349,2387,2388,-300,-87,1335
25/07/2018,08 - 09,-4452,-1023,2379,2588,-245,-9,1406
25/07/2018,09 - 10,-4417,-921,2293,2613,-231,-16,1422
25/07/2018,10 - 11,-4476,-624,2422,2565,-223,-31,1433
25/07/2018,11 - 12,-4642,-814,2453,2468,-231,-41,1325
25/07/2018,12 - 13,-4746,-866,2367,2372,-223,-15,1219
25/07/2018,13 - 14,-4473,-661,2325,2316,-243,15,1214
25/07/2018,14 - 15,-4346,-1015,2498,2274,-247,22,1382
25/07/2018,15 - 16,-4293,-1144,2584,2098,-284,115,1328
25/07/2018,16 - 17,-4013,-1312,2522,1944,-297,172,1277
25/07/2018,17 - 18,-3985,-1053,2359,2073,-318,33,1254
25/07/2018,18 - 19,-4281,-927,2526,2215,-295,-85,1227
25/07/2018,19 - 20,-4341,-996,2535,2168,-338,-14,1210
25/07/2018,20 - 21,-4054,-950,2228,2064,-371,2,1204
25/07/2018,21 - 22,-3947,-1444,2398,1990,-386,345,1159
25/07/2018,22 - 23,-3850,-1351,2309,1982,-406,399,1010
25/07/2018,23 - 00,-2965,-960,2021,1788,-516,373,919
26/07/2018,00 - 01,-116,-1403,1817,1580,-476,323,850
26/07/2018,01 - 02,746,-1371,1728,1460,-476,296,840
26/07/2018,02 - 03,1498,-1387,1705,1356,-275,-94,898
26/07/2018,03 - 04,1960,-1500,1547,1350,-485,280,1060
26/07/2018,04 - 05,1951,-2193,1584,1335,-476,282,1085
26/07/2018,05 - 06,1032,-2331,2002,1389,-431,369,978
26/07/2018,06 - 07,-1598,-2069,2339,1731,-390,390,1197
26/07/2018,07 - 08,-4135,-1524,2387,2094,-277,381,1370
26/07/2018,08 - 09,-4472,-1121,2320,2345,-214,243,1423
26/07/2018,09 - 10,-4471,-1087,2374,2348,-191,-132,1429
26/07/2018,10 - 11,-4571,-882,2480,2408,-208,-102,1417
26/07/2018,11 - 12,-4554,-349,2472,2382,-222,-194,1414
26/07/2018,12 - 13,-4518,-27,2459,2354,-207,-245,1471
26/07/2018,13 - 14,-4455,199,2363,2356,-234,-180,1431
26/07/2018,14 - 15,-4416,27,2455,2336,-239,-70,1450
26/07/2018,15 - 16,-4509,-142,2453,2282,-257,214,1404
26/07/2018,16 - 17,-4667,-385,2574,2311,-286,223,1339
26/07/2018,17 - 18,-4684,-725,2552,2504,-300,280,1340
26/07/2018,18 - 19,-4696,-846,2577,2461,-316,155,1263
26/07/2018,19 - 20,-4635,-798,2389,2308,-335,160,1221
26/07/2018,20 - 21,-4590,-804,2360,2155,-360,150,1185
26/07/2018,21 - 22,-4203,-1005,2595,1900,-377,521,1140
26/07/2018,22 - 23,-3204,-753,2299,1707,-431,463,1002
26/07/2018,23 - 00,-508,-341,1742,1405,-494,378,909
27/07/2018,00 - 01,944,-550,1343,1237,-537,327,852
27/07/2018,01 - 02,2117,-929,1271,1038,-546,304,825
27/07/2018,02 - 03,2694,-854,1256,938,-314,-91,813
27/07/2018,03 - 04,2799,-1009,1225,890,-561,273,1026
27/07/2018,04 - 05,2784,-1484,1344,1042,-560,276,1010
27/07/2018,05 - 06,1406,-1609,2020,1140,-490,353,944
27/07/2018,06 - 07,-1422,-1887,2579,1482,-383,348,1134
27/07/2018,07 - 08,-3490,-1625,2557,1815,-289,238,1337
27/07/2018,08 - 09,-4478,-1225,2664,1920,-229,183,1380
27/07/2018,09 - 10,-4354,-1195,2690,1867,-223,-137,1344
27/07/2018,10 - 11,-4320,-1181,2774,1752,-231,-207,1321
27/07/2018,11 - 12,-3789,-1024,2746,1563,-261,-300,1325
27/07/2018,12 - 13,-3514,-706,2671,1416,-261,-278,1370
27/07/2018,13 - 14,-2955,-286,2813,1422,-298,-289,1368
27/07/2018,14 - 15,-2393,-377,2949,1172,-312,-161,1329
27/07/2018,15 - 16,-2646,-586,2780,894,-313,269,1320
27/07/2018,16 - 17,-3359,-970,2815,738,-336,385,1248
27/07/2018,17 - 18,-3887,-1229,2835,813,-363,360,1207
27/07/2018,18 - 19,-3941,-1327,2823,822,-380,405,1190
27/07/2018,19 - 20,-3903,-1271,2576,976,-396,441,1156
27/07/2018,20 - 21,-3432,-1087,2345,772,-420,509,1123
27/07/2018,21 - 22,-3038,-1389,2274,782,-427,507,1060
27/07/2018,22 - 23,-1403,-1406,2044,743,-476,442,907
27/07/2018,23 - 00,777,-1551,1641,464,-534,366,902
28/07/2018,00 - 01,1774,-1888,1447,366,-407,325,809
28/07/2018,01 - 02,2597,-2208,1464,314,-414,298,777
28/07/2018,02 - 03,2737,-2268,1381,346,-183,-141,1083
28/07/2018,03 - 04,3003,-2163,1287,258,-462,283,1201
28/07/2018,04 - 05,3147,-2344,1306,54,-476,259,1181
28/07/2018,05 - 06,3293,-2428,1789,-95,-435,292,1251
28/07/2018,06 - 07,2658,-1964,2239,77,-382,271,1062
28/07/2018,07 - 08,1406,-1436,2540,101,-303,323,1098
28/07/2018,08 - 09,-128,-1069,2567,-189,-251,338,1191
28/07/2018,09 - 10,-984,-617,2566,-379,-234,366,1099
28/07/2018,10 - 11,-1028,-453,2595,-448,-218,314,1154
28/07/2018,11 - 12,-759,-469,2581,-440,-229,242,1177
28/07/2018,12 - 13,-448,-561,2580,-607,-244,225,1187
28/07/2018,13 - 14,348,-837,2588,-672,-229,190,1147
28/07/2018,14 - 15,466,-994,2729,-419,-219,233,1121
28/07/2018,15 - 16,695,-1197,2796,-483,-254,277,1117
28/07/2018,16 - 17,500,-1226,2798,-85,-293,387,1139
28/07/2018,17 - 18,341,-1392,2712,536,-288,377,1191
28/07/2018,18 - 19,-88,-1695,2676,1153,-289,411,1163
28/07/2018,19 - 20,-787,-2062,2439,1514,-308,457,1145
28/07/2018,20 - 21,-970,-2284,2127,1872,-297,441,1110
28/07/2018,21 - 22,-1259,-2763,2395,1849,-325,439,1060
28/07/2018,22 - 23,-1291,-3009,2179,1953,-360,388,915
28/07/2018,23 - 00,1021,-2477,1736,1784,-417,352,824
29/07/2018,00 - 01,2531,-2158,1557,1553,-307,310,774
29/07/2018,01 - 02,3061,-2351,1527,1265,-297,275,753
29/07/2018,02 - 03,3248,-2242,1368,1178,-120,-119,896
29/07/2018,03 - 04,3386,-2233,1233,929,-354,270,1079
29/07/2018,04 - 05,3278,-2244,1135,976,-359,257,1192
29/07/2018,05 - 06,2942,-2290,1391,979,-371,283,1205
29/07/2018,06 - 07,2432,-1983,1831,1128,-326,232,886
29/07/2018,07 - 08,1446,-1657,2181,1411,-312,177,1001
29/07/2018,08 - 09,810,-1654,2244,1604,-281,207,1097
29/07/2018,09 - 10,412,-1241,2140,1587,-146,322,1002
29/07/2018,10 - 11,2,-1033,2200,1569,-130,307,1194
29/07/2018,11 - 12,-223,-744,2163,1547,-133,330,1208
29/07/2018,12 - 13,-110,-719,2096,1489,-137,300,1196
29/07/2018,13 - 14,-66,-765,2135,1461,-138,312,1168
29/07/2018,14 - 15,-73,-911,2233,1512,-150,314,1167
29/07/2018,15 - 16,7,-1105,2303,1551,-149,317,1156
29/07/2018,16 - 17,82,-1394,2288,1675,-138,413,1154
29/07/2018,17 - 18,-424,-1350,2334,1915,-145,498,1137
29/07/2018,18 - 19,-909,-1029,2424,2017,-113,452,1163
29/07/2018,19 - 20,-2704,-1129,2249,1870,-52,354,1179
29/07/2018,20 - 21,-3324,-1270,1975,1745,-55,303,1176
29/07/2018,21 - 22,-3656,-1530,2092,1577,-84,308,1148
29/07/2018,22 - 23,-3658,-1400,1884,1406,-125,307,970
29/07/2018,23 - 00,-1801,-1552,1383,1126,-267,348,909
30/07/2018,00 - 01,860,-1340,1197,936,-481,315,812
30/07/2018,01 - 02,2001,-1308,1119,961,-524,277,806
30/07/2018,02 - 03,2391,-1334,1125,952,-361,-126,850
30/07/2018,03 - 04,2630,-1455,1174,903,-510,290,785
30/07/2018,04 - 05,2418,-1779,1260,986,-507,263,987
30/07/2018,05 - 06,1394,-1727,1996,1140,-404,252,1114
30/07/2018,06 - 07,-1121,-2156,2580,1497,-260,-140,1197
30/07/2018,07 - 08,-3601,-1456,2775,2024,-134,-66,1279
30/07/2018,08 - 09,-4013,-1219,2760,2157,-61,-109,1060
30/07/2018,09 - 10,-4160,-1122,2944,2567,-40,-157,1101
30/07/2018,10 - 11,-4008,-917,2766,2564,-46,-153,1097
30/07/2018,11 - 12,-3860,-723,2646,2481,-55,-217,1091
30/07/2018,12 - 13,-4001,-515,2532,2427,-44,-235,1102
30/07/2018,13 - 14,-3945,-451,2405,2413,-64,-147,1090
30/07/2018,14 - 15,-3673,-186,2696,2376,-57,-157,1047
30/07/2018,15 - 16,-3771,-326,2790,2186,-73,-146,1195
30/07/2018,16 - 17,-3943,-936,2847,2127,-136,38,1335
30/07/2018,17 - 18,-3949,-1030,2630,2407,-152,63,1301
30/07/2018,18 - 19,-4026,-1152,2692,2627,-161,40,1254
30/07/2018,19 - 20,-4061,-1292,2733,2587,-174,29,1253
30/07/2018,20 - 21,-3797,-1509,2518,2464,-209,41,1256
30/07/2018,21 - 22,-3890,-1466,2508,2310,-240,353,1174
30/07/2018,22 - 23,-3419,-1720,2291,1974,-305,449,1027
30/07/2018,23 - 00,-1004,-741,1913,1463,-379,394,915
31/07/2018,00 - 01,613,-559,1599,1227,-321,344,886
31/07/2018,01 - 02,1000,-691,1672,1070,-254,327,1297
31/07/2018,02 - 03,984,-705,1522,972,6,-86,1759
31/07/2018,03 - 04,1237,-772,1456,847,-316,307,1784
31/07/2018,04 - 05,1551,-870,1502,876,-316,308,1451
31/07/2018,05 - 06,526,-985,2156,1126,-266,316,1070
31/07/2018,06 - 07,-1709,-1350,2839,1355,-209,30,1243
31/07/2018,07 - 08,-3480,-1136,2538,1913,-100,-75,1388
31/07/2018,08 - 09,-3819,-1410,2690,2193,-38,-14,1074
31/07/2018,09 - 10,-3838,-1441,2632,2218,-12,-36,1093
31/07/2018,10 - 11,-3368,-1915,2560,2097,0,-72,1085
31/07/2018,11 - 12,-3306,-1611,2480,1918,-10,-45,1065
31/07/2018,12 - 13,-3014,-1270,2339,1731,6,-119,1080
31/07/2018,13 - 14,-2430,-1017,2279,1634,-1,-53,1070
31/07/2018,14 - 15,-1974,-751,2299,1525,-9,-158,1295
31/07/2018,15 - 16,-2464,-678,2179,1095,-24,-76,1396
31/07/2018,16 - 17,-2484,-1115,2544,580,-77,-105,1351
31/07/2018,17 - 18,-3185,-1085,2668,804,-95,-164,1332
31/07/2018,18 - 19,-3515,-1478,2597,1510,-104,-141,1315
31/07/2018,19 - 20,-3631,-1666,2637,2096,-131,-141,1269
31/07/2018,20 - 21,-3421,-1771,2517,2356,-153,24,1227
31/07/2018,21 - 22,-3447,-1780,2660,2386,-167,306,1162
31/07/2018,22 - 23,-3353,-1985,2478,2273,-214,263,943
31/07/2018,23 - 00,-1510,-1478,2153,2095,-304,207,834
01/08/2018,00 - 01,1130,-957,1869,2047,-332,155,929
01/08/2018,01 - 02,1329,-1015,1838,1901,-318,139,1660
01/08/2018,02 - 03,1518,-1088,1899,1863,-45,-257,1663
01/08/2018,03 - 04,1555,-1082,1826,1909,-442,128,1686
01/08/2018,04 - 05,1500,-1225,1903,1995,-420,123,1735
01/08/2018,05 - 06,757,-979,2459,2084,-332,199,1121
01/08/2018,06 - 07,-2238,-804,2701,2438,-204,304,1179
01/08/2018,07 - 08,-3865,-1088,2756,2614,-121,12,1357
01/08/2018,08 - 09,-3901,-1364,2654,2780,-60,14,1266
01/08/2018,09 - 10,-3655,-1168,2491,2703,-61,-27,1121
01/08/2018,10 - 11,-3670,-963,2455,2789,-32,-182,1124
01/08/2018,11 - 12,-3757,-902,2589,2824,-65,-276,1110
01/08/2018,12 - 13,-3651,-858,2440,2608,-53,-166,1129
01/08/2018,13 - 14,-3580,-938,2331,2531,-19,-174,1122
01/08/2018,14 - 15,-3480,-1004,2396,2388,-61,-97,1119
01/08/2018,15 - 16,-3513,-1035,2521,2190,-131,-100,1084
01/08/2018,16 - 17,-3652,-1124,2556,2136,-147,-25,1412
01/08/2018,17 - 18,-3823,-1214,2688,2470,-215,12,1397
01/08/2018,18 - 19,-3798,-1502,2708,2619,-216,1,1385
01/08/2018,19 - 20,-3902,-1684,2716,2626,-219,-4,1361
01/08/2018,20 - 21,-3799,-1613,2752,2642,-200,-65,1306
01/08/2018,21 - 22,-3973,-1607,3041,2498,-172,-75,1251
01/08/2018,22 - 23,-3726,-1643,2866,2410,-311,66,1105
01/08/2018,23 - 00,-2270,-914,2416,2224,-390,187,973
02/08/2018,00 - 01,-40,-51,2026,2165,-427,141,913
02/08/2018,01 - 02,865,-37,1934,2091,-443,143,874
02/08/2018,02 - 03,707,320,1903,1996,-292,-204,888
02/08/2018,03 - 04,1030,109,1827,1975,-501,122,961
02/08/2018,04 - 05,1280,-190,1850,2029,-574,124,984
02/08/2018,05 - 06,475,-415,2429,2246,-491,201,1041
02/08/2018,06 - 07,-2336,-923,2843,2404,-370,317,1231
02/08/2018,07 - 08,-3919,-1486,2848,2672,-255,207,1376
02/08/2018,08 - 09,-3925,-1223,2826,2830,-159,-125,1451
02/08/2018,09 - 10,-3880,-952,2805,2876,-141,-131,1501
02/08/2018,10 - 11,-3713,-773,2779,2826,-146,-288,1510
02/08/2018,11 - 12,-3736,-787,2805,2663,-106,-298,1506
02/08/2018,12 - 13,-3644,-853,2797,2464,-93,-265,1526
02/08/2018,13 - 14,-3768,-835,2791,2340,-106,-266,1519
02/08/2018,14 - 15,-3906,-1006,2885,2300,-167,-147,1509
02/08/2018,15 - 16,-3876,-1326,2901,2231,-189,-161,1469
02/08/2018,16 - 17,-3782,-1548,2856,2305,-201,-175,1416
02/08/2018,17 - 18,-3817,-1462,2824,2588,-224,-202,1353
02/08/2018,18 - 19,-3811,-1560,2867,2739,-202,-171,1337
02/08/2018,19 - 20,-3918,-1569,2860,2744,-229,-199,1304
02/08/2018,20 - 21,-3574,-1538,2792,2635,-252,-205,1284
02/08/2018,21 - 22,-3652,-1730,2987,2606,-263,-234,1238
02/08/2018,22 - 23,-3544,-1603,2667,2545,-397,-81,1100
02/08/2018,23 - 00,-2669,-1262,2100,2336,-471,185,1015
03/08/2018,00 - 01,-1353,-962,1869,2122,-520,178,940
03/08/2018,01 - 02,239,-699,1774,1976,-535,137,1121
03/08/2018,02 - 03,619,-770,1766,1907,15,-379,1549
03/08/2018,03 - 04,970,-1108,1850,1861,-567,150,1585
03/08/2018,04 - 05,723,-1603,1901,1931,-589,152,1593
03/08/2018,05 - 06,165,-2258,2402,2020,-526,227,1287
03/08/2018,06 - 07,-3168,-2256,2806,2053,-424,322,1213
03/08/2018,07 - 08,-3706,-1526,2863,2446,-335,34,1369
03/08/2018,08 - 09,-3861,-1254,2824,2606,-280,-55,1474
03/08/2018,09 - 10,-3934,-1115,2916,2577,-292,-22,1218
03/08/2018,10 - 11,-3799,-1030,2975,2530,-289,-19,1207
03/08/2018,11 - 12,-3755,-1172,3019,2452,-309,46,1096
03/08/2018,12 - 13,-3741,-1201,2790,2478,-316,42,1263
03/08/2018,13 - 14,-3862,-1224,2741,2355,-325,57,1237
03/08/2018,14 - 15,-3922,-1180,2656,2284,-355,-1,1264
03/08/2018,15 - 16,-4088,-1281,2700,2149,-364,-40,1287
03/08/2018,16 - 17,-4185,-1295,2827,2167,-366,-46,1254
03/08/2018,17 - 18,-4322,-1253,2890,2400,-421,-41,1253
03/08/2018,18 - 19,-4322,-1501,3016,2544,-428,-103,1235
03/08/2018,19 - 20,-4285,-1691,3066,2352,-390,-141,1031
03/08/2018,20 - 21,-3891,-1410,2878,2145,-421,-340,971
03/08/2018,21 - 22,-3960,-1546,3073,2149,-427,-296,1146
03/08/2018,22 - 23,-3614,-1712,2851,2210,-530,-199,1080
03/08/2018,23 - 00,-3163,-1359,2318,1898,-645,171,1022
04/08/2018,00 - 01,-3021,-1303,2058,1647,-490,230,914
04/08/2018,01 - 02,-1136,-1556,2074,1438,-577,249,890
04/08/2018,02 - 03,252,-1692,2108,1333,-359,-164,882
04/08/2018,03 - 04,901,-1705,2141,1219,-629,273,1105
04/08/2018,04 - 05,1273,-1739,2165,1171,-643,253,1096
04/08/2018,05 - 06,1182,-1985,2361,1260,-597,272,1140
04/08/2018,06 - 07,248,-1567,2521,1463,-562,335,1134
04/08/2018,07 - 08,-1940,-1449,2638,1452,-476,425,1145
04/08/2018,08 - 09,-3693,-1456,2856,1521,-390,435,1227
04/08/2018,09 - 10,-3772,-1106,2862,1504,-364,263,1232
04/08/2018,10 - 11,-3572,-875,2859,1333,-358,219,1225
04/08/2018,11 - 12,-2807,-502,2832,1049,-374,173,1207
